Bronx Rolling Sales.  All Sales From February 2022 - January 2023,,,,,,,,,,,,,,,,,,, PTS Sales Data as of 02/13/2023 ,
"For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.         Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.",,,,,,,,,,,,,,,,,,  ,  ,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,CROTONA PARK,03 THREE FAMILY DWELLINGS,1,3001,3,,C0,1514 BRYANT AVENUE,,10460,3,0,3,"2,000","3,084",1920,1,C0,"958,800",11/3/22
2,CROTONA PARK,05 TAX CLASS 1 VACANT LAND,2,2953,6,,D7,1818 PROSPECT AVE,,10457,46,1,47,"6,750",0,2022,1,V0,"1,500,000",6/7/22
2,CROTONA PARK,05 TAX CLASS 1 VACANT LAND,1B,2998,92,,V0,1020 EAST 176 STREET,,10460,0,0,0,"2,614",0,,1,V0,"75,000",2/7/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2B,2936,44,,C1,1418 CLINTON AVENUE,,10456,10,0,10,"2,799","10,110",1931,2,C1,0,6/10/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2,2937,58,,C1,1439 PROSPECT AVENUE,,10456,20,0,20,"6,389","16,765",1910,2,C1,0,6/10/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2,2952,53,,C1,1801 MARMION AVENUE,,10460,26,0,26,"4,542","19,520",1931,2,C1,"3,450,000",5/18/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2,2957,37,,C1,897 CROTONA PK N,,10460,11,0,11,"3,808","13,495",1910,2,C1,"449,520",7/27/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2B,2981,25,,C1,932 EAST 172 STREET,,10460,10,0,10,"2,499","11,070",1931,2,C1,0,6/10/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2,2998,29,,C1,1838 VYSE AVENUE,,10460,64,0,64,"11,947","44,525",1931,2,C1,"12,200,000",9/12/22
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS,2,3001,6,,C4,1522 BRYANT AVENUE,,10460,11,0,11,"2,500","9,300",1931,2,C4,"1,100,000",4/5/22
2,CROTONA PARK,08 RENTALS - ELEVATOR APARTMENTS,2,2953,48,,D1,1809 MARMION AVENUE,,10460,30,0,30,"5,474","30,084",1936,2,D1,"3,150,000",5/18/22
2,CROTONA PARK,10 COOPS - ELEVATOR APARTMENTS,2,3010,4,,D4,"1670 LONGFELLOW AVENUE, 4A",,10460,,,,,,1928,2,D4,"140,000",8/30/22
2,CROTONA PARK,22 STORE BUILDINGS,4,2982,23,,K4,920 EAST 173RD STREET,,10460,0,4,4,"4,780","10,305",1925,4,K4,"750,000",6/10/22
2,CROTONA PARK,31 COMMERCIAL VACANT LAND,4,2981,4,,V1,1466 SOUTHERN BLVD,,10460,0,0,0,"1,850",0,,4,V1,"345,000",2/4/22
2,CROTONA PARK,38 ASYLUMS AND HOMES,4,2957,19,,N2,1790 MARMION AVENUE,,10460,13,0,13,"6,937","7,820",1930,4,N2,"7,987,000",12/9/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,2956,1,,A1,1932 PROSPECT AVENUE,,10457,1,0,1,"2,280","1,850",1901,1,A1,0,3/30/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3063,149,,A5,10 WADE SQUARE,,10457,1,0,1,"1,873","1,320",1985,1,A5,"542,000",4/28/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3063,164,,A5,2177 ARTHUR AVENUE,,10457,1,0,1,"1,894","1,320",1985,1,A5,0,5/13/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3063,165,,A5,2175 ARTHUR AVENUE,,10457,1,0,1,"1,893","1,320",1985,1,A5,"570,000",5/20/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3070,324,,A5,615 OAK TREE PLACE,,10457,1,0,1,"2,100","1,364",1985,1,A5,"560,000",4/6/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3082,22,,A1,2164 HUGHES AVENUE,,10457,1,0,1,"4,750","2,000",1901,1,A1,"950,000",5/19/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3096,5,,A5,751 E 180TH STREET,,10457,1,0,1,"2,125","1,632",1970,1,A5,0,3/14/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3096,131,,A5,2111 PROSPECT AVENUE,,10457,1,0,1,"1,737","1,320",1970,1,A5,"505,000",5/12/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3097,6,,A5,2130 CLINTON AVENUE,,10457,1,0,1,"3,000","1,320",1985,1,A5,"505,000",11/9/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3098,139,,A5,2153 CLINTON AVENUE,,10457,1,0,1,"2,152","1,320",1985,1,A5,"525,000",10/26/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3098,139,,A5,2153 CLINTON AVENUE,,10457,1,0,1,"2,153","1,320",1985,1,A5,"460,000",2/4/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3098,143,,A5,2143 CLINTON AVENUE,,10457,1,0,1,"2,359","1,320",1985,1,A5,"265,000",6/22/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3098,143,,A5,2143 CLINTON AVENUE,,10457,1,0,1,"2,359","1,320",1985,1,A5,"480,000",1/30/23
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,3110,75,,A5,2151 MAPES AVENUE,,10460,1,0,1,"2,905","1,320",1985,1,A5,"585,000",4/25/22
2,EAST TREMONT,01 ONE FAMILY DWELLINGS,1,4004,5,,A9,1131 EAST TREMONT AVENUE,,10460,1,0,1,561,"1,280",1910,1,A9,"500,000",6/7/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,2956,49,,B3,789 ELSMERE PLACE,,10460,2,0,2,"2,499","1,568",1901,1,B3,0,8/2/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,2992,29,,B2,1918 DALY AVENUE,,10460,2,0,2,"3,241","2,432",1901,1,B2,"235,159",5/31/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3068,22,,B2,2022 LAFONTAINE AVE,,10457,2,0,2,"2,607","2,232",1901,1,B2,"595,000",1/12/23
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3068,31,,B2,2017 ARTHUR AVE,,10457,2,0,2,"2,160","1,680",1920,1,B2,"425,000",3/31/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3068,31,,B2,2017 ARTHUR AVENUE,,10457,2,0,2,"2,160","1,680",1920,1,B2,0,12/23/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3069,152,,B1,2048 ARTHUR AVENUE,,10457,2,0,2,"1,701","3,399",2006,1,B1,0,9/8/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3079,173,,B2,1983 CROTONA AVENUE,,10457,2,0,2,"3,532","1,400",1995,1,B2,"780,000",4/8/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3080,73,,B2,673 OAKLAND PLACE,,10457,2,0,2,"2,274","2,080",1920,1,B2,0,4/22/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3082,2,,B2,2122 HUGHES AVENUE,,10457,2,0,2,"3,335","2,024",1901,1,B2,"1,050,000",11/21/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3082,7,,B2,2130 HUGHES AVENUE,,10457,2,0,2,"1,399","2,784",1901,1,B2,"779,000",5/27/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3082,30,,B1,648 EAST 182ND STREET,,10457,2,0,2,"1,729","2,400",1997,1,B1,"750,000",11/17/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3095,60,,B2,711 EAST 179TH STREET,,10457,2,0,2,"2,317","1,720",1920,1,B2,"900,000",5/6/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3096,46,,S2,2106 CROTONA AVENUE,,10457,2,1,3,"5,104","3,750",1910,1,S2,"1,190,000",12/9/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3098,56,,B1,717 EAST 181 STREET,,10457,2,0,2,"1,517","2,060",1905,1,B1,"535,000",9/19/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3124,49,,B1,865 HORNADAY PLACE,,10460,2,0,2,"1,384","2,474",1997,1,B1,"765,000",11/21/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3124,57,,B1,2141 HONEYWELL AVE,,10460,2,0,2,"1,664","2,400",1997,1,B1,"700,000",10/17/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3124,150,,B1,869 HORNADAY PLACE,,10460,2,0,2,"1,834","2,434",1997,1,B1,0,7/25/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3124,152,,B1,873 HORNADAY PLACE,,10460,2,0,2,"2,000","2,000",1997,1,B1,0,5/20/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3131,2,,B2,2002 VYSE AVE,,10460,2,0,2,"1,944","2,205",1992,1,B2,0,7/20/22
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,4007,24,,B2,418 BRONX PARK AVENUE,,10460,2,0,2,"2,317","2,012",1910,1,B2,0,3/1/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2954,24,,C0,794 FAIRMOUNT PLACE,,10460,3,0,3,"1,881","3,200",1899,1,C0,0,1/12/23
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2959,130,,C0,1891 SOUTHERN BOULEVARD,,10460,3,0,3,"5,743","3,036",2001,1,C0,0,3/17/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,89,,C0,621 EAST 178 STREET,,10457,3,0,3,"2,427","2,480",1931,1,C0,0,6/23/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,144,,C0,590 EAST 178TH STREET,,10457,3,0,3,"1,117","2,685",2005,1,C0,"950,000",4/8/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3069,50,,C0,607 EAST 179TH STREET,,10457,3,0,3,"1,511","2,953",2006,1,C0,0,4/28/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3069,51,,C0,601 EAST 179TH STREET,,10457,3,0,3,"1,347","2,958",2006,1,C0,0,4/28/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3069,106,,C0,609 EAST 179TH STREET,,10457,3,0,3,"1,833","2,958",2005,1,C0,0,4/28/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3079,53,,C0,1980 BELMONT AVENUE,,10457,3,0,3,"1,866","1,992",1915,1,C0,0,6/23/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3096,56,,C0,716 EAST 181 STREET,,10457,3,0,3,"3,502","3,072",1925,1,C0,"820,000",9/13/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3096,155,,C0,712 E 181ST ST,,10457,3,0,3,"2,254","2,751",2006,1,C0,0,11/30/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3098,21,,C0,2164 CROTONA AVENUE,,10457,3,0,3,"2,282","2,275",1910,1,C0,0,6/28/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3111,45,,C0,2146 MAPES AVENUE,,10460,3,0,3,"3,196","2,158",1905,1,C0,"550,000",6/3/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3122,120,,C0,2025 DALY AVENUE,,10460,3,0,3,"2,059","3,435",2005,1,C0,"905,000",4/20/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3128,121,,C0,944 E 181ST STREET,,10460,3,0,3,"2,436","3,013",1997,1,C0,0,12/10/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3128,122,,C0,946 EAST 181ST STREET,,10460,3,0,3,"2,560","3,013",1997,1,C0,"850,000",8/12/22
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3908,19,,C0,1182 EAST 178TH STREET,,10460,3,0,3,"2,300","2,520",1901,1,C0,0,5/2/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,2946,42,,V0,1889 CROTONA AVENUE,,10457,0,0,0,"2,740",0,,1,V0,"134,395",12/14/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,2946,47,,V0,1883 CROTONA AVE,,10457,0,0,0,"12,797",0,,1,V0,"160,000",12/14/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3079,74,,V0,1981 CROTONA AVE,,10457,0,0,0,"1,672",0,,1,V0,"1,000",2/16/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3082,21,,V0,N/A HUGHES AVENUE,,10457,0,0,0,"1,583",0,,1,V0,"450,000",5/19/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3119,62,,V0,N/A BRONX PARK SOUTH,,10460,0,0,0,"2,726",0,,1,V0,"2,980,211",6/30/22
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3125,34,,V0,N/A HONEYWELL AVENUE,,10460,0,0,0,"1,667",0,,1,V0,"1,119,116",2/16/22
2,EAST TREMONT,06 TAX CLASS 1 - OTHER,1,3125,47,,G0,N/A HONEYWELL AVENUE,,10460,0,0,0,736,0,,1,G0,"1,119,116",2/16/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3069,78,,C1,612 EAST 180TH ST,,10457,26,0,26,"3,570","18,600",1913,2,C1,"2,935,000",3/15/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3080,19,,C7,2082 HUGHES AVENUE,,10457,30,2,32,"5,960","25,100",1912,2,C7,0,3/22/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3083,34,,C1,690 EAST 182 STREET,,10457,49,0,49,"9,451","35,265",1926,2,C1,"13,633,112",9/22/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3108,2,,C1,2048 MAPES AVENUE,,10460,13,0,13,"4,797","11,748",1911,2,C1,"3,875,000",5/10/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3108,4,,C1,2052 MAPES AVENUE,,10460,13,0,13,"4,788","11,748",1931,2,C1,"3,875,000",5/10/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3110,43,,C1,2144 PROSPECT AVE,,10457,30,0,30,"14,896","26,260",1931,2,C1,"4,150,000",5/25/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2B,3119,64,,C1,854 BRONX PARK SOUTH,,10460,10,0,10,"2,702","11,000",1912,2,C1,"2,980,211",6/30/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3128,5,,C1,2114 DALY AVENUE,,10460,27,0,27,"5,233","21,355",1911,2,C1,"4,100,000",6/1/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3128,27,,C1,2115 VYSE AVENUE,,10460,21,0,21,"6,249","18,625",1931,2,C1,"2,980,211",6/30/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3906,55,,C7,1100 EAST TREMONT AVENUE,,10460,30,3,33,"8,289","27,280",1923,2,C7,"2,980,211",6/30/22
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2A,3906,85,,C3,361 BRONX PARK AVENUE,,10460,4,0,4,"2,499","2,625",1927,2,C3,"920,000",11/18/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,2947,52,,D7,637 EAST 176TH STREET,,10457,45,1,46,"8,322","32,676",2019,2,D7,0,8/10/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,2992,52,,D1,1941 VYSE AVENUE,,10460,46,0,46,"13,431","54,494",2002,2,D1,"2,853,990",6/30/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,3070,288,,D1,2180 ARTHUR AVE,,10457,46,0,46,"2,976","34,145",2021,2,D1,0,2/4/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,3124,1,,D1,883 EAST 180 STREET,,10460,200,0,200,"76,858","181,093",1979,2,D1,"64,000,000",6/7/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,3125,1,,D7,2105 DALY AVENUE,,10460,75,1,76,"22,449","73,824",1930,2,D7,"25,400,000",12/29/22
2,EAST TREMONT,08 RENTALS - ELEVATOR APARTMENTS,2,3125,40,,D1,900 BRONX PARK SOUTH,,10460,43,0,43,"13,554","47,530",1931,2,D1,"5,700,000",4/4/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3016,5,,C6,"1898 LONGFELLOW AVE, A2",,10460,,,,,,1914,2,C6,"49,500",7/14/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3016,5,,C6,"1898 LONGFELLOW AVE, A3",,10460,,,,,,1914,2,C6,"20,000",9/28/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3083,68,,C6,"681 EAST 181ST STREET, 2H",,10457,,,,,,1924,2,C6,"1,500",6/1/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3083,68,,C6,"681 EAST 181ST STREET, 3G",,10457,,,,,,1924,2,C6,"2,000",3/29/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3083,68,,C6,"681 EAST 181ST STREET, 3H",,10457,,,,,,1924,2,C6,"2,500",2/9/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3083,68,,C6,"681 EAST 181ST STREET, 5C",,10457,,,,,,1924,2,C6,"2,000",6/1/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3092,6,,C6,"1974 CROTONA AVENUE, 24",,10457,,,,,,1927,2,C6,"65,000",9/29/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3094,54,,C6,"755 OAKLAND PLACE, 1A",,10457,,,,,,1907,2,C6,0,8/3/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3094,54,,C6,"755 OAKLAND PLACE, 3B",,10457,,,,,,1907,2,C6,0,10/21/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3095,1,,C6,"705-7 EAST 179TH STREET, 22",,10457,,,,,,1916,2,C6,"50,000",5/31/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3095,1,,C6,"705-7 EAST 179TH STREET, 5",,10457,,,,,,1916,2,C6,"50,000",2/18/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3111,4,,C6,"2120 MAPES AVENUE, 4B",,10460,,,,,,1914,2,C6,"20,000",8/2/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3117,23,,C6,"2015 SOUTHERN BLVD., 4",,10460,,,,,,1931,2,C6,"120,000",4/1/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3126,28,,C6,"944 EAST 178TH STREET, A",,10460,,,,,,1992,2,C6,"144,500",7/7/22
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3130,7,,C6,"1984 VYSE AVENUE, B",,10460,,,,,,1992,2,C6,"170,000",10/17/22
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3080,4,,D4,"2024 HUGHES AVENUE, 1C",,10457,,,,,,1912,2,D4,"155,000",10/31/22
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3080,41,,D4,"2023 BELMONT AVENUE, 4C",,10457,,,,,,1912,2,D4,0,7/1/22
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3080,41,,D4,"2023 BELMONT AVENUE, 5D",,10457,,,,,,1912,2,D4,"170,000",7/29/22
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3095,7,,D4,"700 OAKLAND PLACE, 2B",,10457,,,,,,1931,2,D4,"67,000",9/30/22
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3095,7,,D4,"700 OAKLAND PLACE, 5C",,10457,,,,,,1931,2,D4,"75,000",10/7/22
2,EAST TREMONT,13 CONDOS - ELEVATOR APARTMENTS,2,3125,1002,,R4,"2155 DALY AVENUE, 1B",1B,10460,1,,1,,,2007,2,R4,"285,000",5/13/22
2,EAST TREMONT,13 CONDOS - ELEVATOR APARTMENTS,2,3125,1009,,R4,"2155 DALY AVE, 5A",5A,10460,1,,1,,,2007,2,R4,"378,000",8/2/22
2,EAST TREMONT,14 RENTALS - 4-10 UNIT,2A,3081,3,,S4,2104 HUGHES AVENUE,,10457,4,1,5,"2,377","3,750",1931,2,S4,0,4/28/22
2,EAST TREMONT,22 STORE BUILDINGS,4,3107,55,,K1,801 EAST TREMONT AVENUE,,10460,0,2,2,"9,200","15,295",1991,4,K1,0,3/25/22
2,EAST TREMONT,22 STORE BUILDINGS,4,3122,46,,K1,896 EAST 180TH STREET,,10460,0,4,4,"3,999","4,000",1992,4,K1,"1,150,000",7/12/22
2,EAST TREMONT,29 COMMERCIAL GARAGES,4,2945,34,,G6,656 EAST 176 STREET,,10457,0,0,0,"21,377",0,,4,G6,"903,861",6/29/22
2,EAST TREMONT,29 COMMERCIAL GARAGES,4,2992,59,,G7,N/A VYSE AVENUE,,10460,0,0,0,647,0,,4,G7,"2,853,990",6/30/22
2,EAST TREMONT,29 COMMERCIAL GARAGES,4,2992,60,,G7,1939 VYSE AVENUE,,10460,0,0,0,"7,248",0,,4,G7,"2,853,990",6/30/22
2,EAST TREMONT,29 COMMERCIAL GARAGES,4,3125,49,,G1,2138 HONEYWELL AVENUE,,10460,0,1,1,"2,768",200,1931,4,G1,"1,119,116",2/16/22
2,EAST TREMONT,31 COMMERCIAL VACANT LAND,4,3118,130,,V1,N/A MOHEGAN AVENUE,,10460,0,0,0,"2,711",0,2022,4,V1,"950,000",3/14/22
2,EAST TREMONT,37 RELIGIOUS FACILITIES,4,3061,31,,M1,2009 MONTEREY AVE,,10457,0,1,1,"2,387","4,750",1931,4,M1,0,8/18/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5809,512,,A3,4475 WALDO AVENUE,,10471,1,0,1,"16,800","3,140",1920,1,A3,"1,565,000",8/18/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5810,410,,A3,4520 LIVINGSTON AVENUE,,10471,1,0,1,"14,454","2,596",1925,1,A3,0,2/2/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5812,10,,A3,4512 DELAFIELD AVENUE,,10471,1,0,1,"8,306","2,900",1925,1,A3,0,10/18/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5812,30,,A3,4560 DELAFIELD AVENUE,,10471,1,0,1,"11,249","4,066",1915,1,A3,"1,637,500",1/18/23
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5813,105,,A3,4401 MANHATTAN COLLEGE PY,,10471,1,0,1,"9,213","4,308",1910,1,A3,0,5/17/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5819,2170,,A7,4680 FIELDSTON ROAD,,10471,1,0,1,"22,220","7,088",1901,1,A7,"4,000,000",5/18/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5820,2295,,A3,4731 FIELDSTON ROAD,,10471,1,0,1,"17,865","2,374",1901,1,A3,"4,400,000",7/18/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5822,2660,,A7,4680 ISELIN AVENUE,,10471,1,0,1,"24,006","5,518",1925,1,A7,0,8/10/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5822,2660,,A7,4680 ISELIN AVENUE,,10471,1,0,1,"24,006","5,518",1925,1,A7,"1,750,000",1/13/23
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5822,2735,,A3,4667 GROSVENOR AVENUE,,10471,1,0,1,"8,369","3,306",1930,1,A3,0,4/20/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5824,2425,,A3,4645 DELAFIELD AVENUE,,10471,1,0,1,"29,488","7,351",1899,1,A3,0,3/10/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5824,2482,,A3,4715 DELAFIELD AVENUE,,10471,1,0,1,"14,000","2,184",1901,1,A3,"1,495,000",5/4/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5824,2488,,A3,4707 DELAFIELD AVENUE,,10471,1,0,1,"7,300","1,962",1901,1,A3,"1,450,000",1/26/23
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5824,2526,,A3,4601 DELAFIELD AVENUE,,10471,1,0,1,"8,369","2,487",1975,1,A3,0,11/16/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5827,1635,,A1,272 FIELDSTON TERRACE,,10471,1,0,1,"2,033","2,433",2008,1,A1,"1,150,000",4/7/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5827,1650,,A1,5060 TIBBETT AVENUE,,10471,1,0,1,"8,325","3,027",1925,1,A1,"999,100",10/7/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5833,4255,,A9,5020 HENRY HUDSON PKWY E,,10471,1,0,1,"24,798","3,756",1925,1,A9,0,12/6/22
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5837,3771,,A3,5235 FIELDSTON ROAD,,10471,1,0,1,"21,870","2,340",1930,1,A3,0,4/26/22
2,FIELDSTON,02 TWO FAMILY DWELLINGS,1,5825,1548,,B1,212 WEST 252 STREET,,10471,2,0,2,"2,500","2,320",1965,1,B1,0,4/25/22
2,FIELDSTON,03 THREE FAMILY DWELLINGS,1,5827,1631,,C0,256 FIELDSTONE TERRACE,,10471,3,0,3,"9,577","4,044",1940,1,C0,0,4/13/22
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2167,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"11,400",0,,1,V0,"4,000,000",5/18/22
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2168,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"12,064",0,,1,V0,"4,000,000",5/18/22
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2175,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"9,403",0,,1,V0,"4,000,000",5/18/22
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5822,2730,,V0,N/A GROSVENOR AVENUE,,10471,0,0,0,"7,875",0,,1,V0,0,4/20/22
2,FIELDSTON,09 COOPS - WALKUP APARTMENTS,2,5835,3037,,C6,"6291 BROADWAY, A4A",,10471,,,,,,1958,2,C6,"90,000",7/22/22
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,960,,D4,"4410 CAYUGA AVENUE, 3D",,10471,,,,,,1931,2,D4,"305,000",6/16/22
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,960,,D4,"4410 CAYUGA AVENUE, 4A",,10471,,,,,,1931,2,D4,"185,000",12/30/22
