Queens Rolling Sales.  All Sales From February 2022 - January 2023,,,,,,,,,,,,,,,,,,, PTS Sales Data as of 02/13/2023 ,
"For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.         Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.",,,,,,,,,,,,,,,,,,  ,  ,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,CORONA,03 THREE FAMILY DWELLINGS,1,1778,77,,C0,37-51 108 ST,,11368,3,0,3,"2,099","4,840",2003,1,C0,"1,950,000",12/7/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1779,75,,C0,108-23 39 AVENUE,,11368,3,0,3,"3,052","2,400",1925,1,C0,0,3/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1779,80,,C0,108-17 39TH AVENUE,,11368,3,0,3,"3,063","2,400",1915,1,C0,0,3/8/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1780,5,,C0,108-22 39TH AVENUE,,11368,3,0,3,"3,125","2,894",1925,1,C0,0,3/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1780,86,,C0,39-21 108TH STREET,,11368,3,0,3,"2,499","3,420",1920,1,C0,"1,310,000",8/31/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1780,87,,C0,39-19 108TH STREET,,11368,3,0,3,"2,500","3,520",1920,1,C0,"1,282,500",3/24/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1781,114,,C0,111-10 37TH AVENUE,,11368,3,0,3,"1,239","2,920",1960,1,C0,"1,500,000",9/20/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1784,17,,C0,39-14 112TH STREET,,11368,3,0,3,"1,874","2,295",2000,1,C0,0,10/5/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1878,7,,C0,95-17 50TH AVENUE,,11373,3,0,3,"1,545","2,939",2017,1,C0,0,2/15/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1878,26,,C0,96-05 50TH AVENUE,,11368,3,0,3,"1,842","3,520",2013,1,C0,0,7/27/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1879,35,,C0,47-24 98TH STREET,,11368,3,0,3,"2,200","1,728",1925,1,C0,0,4/7/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1887,135,,C0,50-06 96TH STREET,,11368,3,0,3,"1,766","2,764",1899,1,C0,0,3/21/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1889,103,,C0,51-21 97TH STREET,,11368,3,0,3,"1,936","3,387",1970,1,C0,"850,000",5/18/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1896,50,,C0,53-44 97TH STREET,,11368,3,0,3,"2,399","2,574",1930,1,C0,0,7/8/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1897,5,,C0,53-49 97TH STREET,,11368,3,0,3,"2,008","3,222",1969,1,C0,"1,260,000",5/5/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1897,13,,C0,53-33 97TH STREET,,11368,3,0,3,"1,900","2,994",1968,1,C0,0,11/11/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1903,23,,C0,55-11 JUNCTION BLVD,,11373,3,0,3,"2,032","2,880",1966,1,C0,0,7/15/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1904,44,,C0,55-34 97TH STREET,,11368,3,0,3,"3,300","4,104",2012,1,C0,0,2/9/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1927,23,,C0,50-24 102ND STREET,,11368,3,0,3,"5,000","3,868",1940,1,C0,0,2/9/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1933,50,,C0,5203 102ND ST,,11368,3,0,3,"2,900","3,108",1995,1,C0,"1,800,000",4/11/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1940,108,,C0,5307 102 ST,,11368,3,0,3,"2,000","3,337",2006,1,C0,0,2/24/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1944,38,,C0,53-19 103RD STREET,,11368,3,0,3,"1,965","2,406",2006,1,C0,"1,050,000",4/13/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1944,76,,C0,104-05 MARTENSE AVENUE,,11368,3,0,3,"1,900","1,548",1920,1,C0,"830,000",8/25/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1949,77,,C0,57-70A XENIA STREET,,11368,3,0,3,"1,975","3,198",1987,1,C0,0,3/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1949,147,,C0,57-12 XENIA STREET,,11368,3,0,3,"1,792","1,440",1910,1,C0,"900,000",6/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1949,148,,C0,57-14 XENIA STREET,,11368,3,0,3,"2,053","4,090",2021,1,C0,"1,965,223",9/21/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1950,21,,C0,57-33 XENIA STREET,,11368,3,0,3,"2,683","2,000",1920,1,C0,10,4/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1953,56,,C0,56-11 WALDRON STREET,,11368,3,0,3,"1,600","1,978",1910,1,C0,"716,000",6/30/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1953,56,,C0,56-11 WALDRON STREET,,11368,3,0,3,"1,600","1,978",1910,1,C0,"860,000",11/17/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1954,13,,C0,105-06 MARTENSE AVENUE,,11368,3,0,3,"1,900","2,235",1910,1,C0,0,8/15/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1957,18,,C0,58-24 GRANGER STREET,,11368,3,0,3,"2,000","3,677",1967,1,C0,0,3/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1957,25,,C0,58-38 GRANGER STREET,,11368,3,0,3,"1,982","3,132",1975,1,C0,0,1/26/23
4,CORONA,03 THREE FAMILY DWELLINGS,1,1958,21,,C0,58-28 PENROD STREET,,11368,3,0,3,"2,000","1,926",1920,1,C0,0,5/20/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1959,22,,C0,57-30 WALDRON STREET,,11368,3,0,3,"2,000","1,954",1920,1,C0,0,6/13/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1962,119,,C0,109-48 CORONA AVENUE,,11368,3,0,3,"1,921","3,350",2001,1,C0,"1,720,000",8/9/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1965,1,,C0,58-06 WALDRON STREET,,11368,3,0,3,966,"1,792",1920,1,C0,"1,980,000",9/21/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1965,4,,C0,58-08 WALDRON STREET,,11368,3,0,3,"1,293","2,635",1920,1,C0,"1,980,000",9/21/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1966,73,,C0,58-05 WALDRON STREET,,11368,3,0,3,"2,499","1,840",1910,1,C0,"940,000",7/6/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1966,122,,C0,57-40 VAN DOREN STREET,,11368,3,0,3,"2,133","3,411",1989,1,C0,"1,250,000",3/7/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1967,63,,C0,57-29 VAN DOREN STREET,,11368,3,0,3,"2,499","3,948",2009,1,C0,"150,000",10/10/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1968,62,,C0,5629 VAN CLEEF STREET,,11368,3,0,3,"2,000","3,222",1972,1,C0,0,3/23/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1968,64,,C0,56-25 VAN CLEEF STREET,,11368,3,0,3,"2,033","3,222",1972,1,C0,0,4/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1968,152,,C0,56-51 VAN CLEEF STREET,,11368,3,0,3,"2,000","3,222",1972,1,C0,0,6/6/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1972,8,,C0,58-29 VAN CLEEF STREET,,11368,3,0,3,"2,050","3,039",1968,1,C0,"20,000",4/13/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1972,24,,C0,58-01 VAN CLEEF STREET,,11368,3,0,3,"1,795","2,880",1989,1,C0,"1,600,000",7/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1972,111,,C0,58-23 VAN CLEEF STREET,,11368,3,0,3,"2,116","4,002",1967,1,C0,"1,465,000",6/15/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1974,34,,C0,40-29 102ND STREET,,11368,3,0,3,"1,886","3,084",2003,1,C0,"850,000",7/27/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1981,69,,C0,46-09 102ND STREET,,11368,3,0,3,"2,933","3,540",2006,1,C0,0,3/4/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1981,70,,C0,46-07 102ND STREET,,11368,3,0,3,"2,000","3,540",2006,1,C0,"1,600,000",11/3/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1982,25,,C0,47-02 104TH STREET,,11368,3,0,3,"1,422","3,330",2006,1,C0,"1,645,000",8/25/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1986,64,,C0,104-35 43RD AVENUE,,11368,3,0,3,"2,100","3,126",2005,1,C0,"960,000",3/31/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1990,63,,C0,104-47 47TH AVENUE,,11368,3,0,3,"2,499","3,232",1930,1,C0,"1,620,000",10/13/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1990,71,,C0,104-37 47TH AVENUE,,11368,3,0,3,"2,605","1,968",1987,1,C0,"1,300,000",3/9/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1991,84,,C0,10413 48 AVENUE,,11368,3,0,3,"2,499","2,648",2021,1,C0,"1,751,390",10/18/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1992,31,,C0,104-58 48TH AVENUE,,11368,3,0,3,"2,000","2,920",1970,1,C0,"1,300,000",9/23/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1996,89,,C0,40-17 108TH STREET,,11368,3,0,3,"2,399","2,320",1935,1,C0,0,7/1/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1996,92,,C0,40-11 108TH STREET,,11368,3,0,3,"2,442","2,320",1935,1,C0,0,5/13/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1997,37,,C0,41-16 111 ST,,11368,3,0,3,"2,500","2,440",1920,1,C0,"1,550,000",4/6/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1997,50,,C0,108-47 42ND AVENUE,,11368,3,0,3,"2,499","2,600",1910,1,C0,0,8/5/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,1998,7,,C0,108-26 42ND AVENUE,,11368,3,0,3,"2,199","3,166",1965,1,C0,"1,635,000",8/5/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2002,21,,C0,108-29 47TH AVENUE,,11368,3,0,3,"1,975","3,175",1972,1,C0,"310,000",2/22/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2003,22,,C0,108-42 47TH AVENUE,,11368,3,0,3,"2,025","3,264",1972,1,C0,"990,000",6/15/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2004,28,,C0,108-54 48TH AVENUE,,11368,3,0,3,"2,058","3,264",2008,1,C0,"1,685,000",3/29/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2004,37,,C0,108-70 48TH AVENUE,,11368,3,0,3,"2,000","2,920",1965,1,C0,"1,550,000",10/28/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2004,49,,C0,48-20 111TH STREET,,11368,3,0,3,"2,500","3,474",1975,1,C0,"1,600,000",4/20/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2005,28,,C0,108-58 49TH AVENUE,,11368,3,0,3,"2,499","2,356",1920,1,C0,"834,965",11/4/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2005,59,,C0,108-53 50 AVENUE,,11368,3,0,3,"2,500","1,980",1920,1,C0,"1,135,000",2/23/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2006,19,,C0,108-38 50TH AVENUE,,11368,3,0,3,"2,499","2,310",1924,1,C0,"2,350,000",6/27/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2006,30,,C0,108-56 50TH AVENUE,,11368,3,0,3,"2,282","3,630",1966,1,C0,"1,320,815",12/27/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2006,79,,C0,108-23 51ST AVENUE,,11368,3,0,3,"2,333","3,664",1987,1,C0,"1,730,000",3/1/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2007,51,,C0,51-20 111TH STREET,,11368,3,0,3,"2,000","3,240",1970,1,C0,0,4/14/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2008,4,,C0,108-20 52ND AVENUE,,11368,3,0,3,"2,925","2,920",2004,1,C0,0,1/12/23
4,CORONA,03 THREE FAMILY DWELLINGS,1,2008,75,,C0,108-19 53RD AVENUE,,11368,3,0,3,"2,499","2,153",1930,1,C0,"1,220,000",6/2/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2011,18,,C0,55-10 111TH ST,,11368,3,0,3,"2,000","3,000",1960,1,C0,0,12/7/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2011,28,,C0,110-11 56TH AVENUE,,11368,3,0,3,"2,500","2,088",1901,1,C0,"1,320,000",4/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2011,104,,C0,110-30 55TH AVENUE,,11368,3,0,3,"2,000","3,220",1965,1,C0,0,5/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2016,64,,C0,111-61 44TH AVENUE,,11368,3,0,3,"4,588","4,200",2006,1,C0,"1,800,000",5/19/22
4,CORONA,03 THREE FAMILY DWELLINGS,1,2016,66,,C0,111-57 44TH AVENUE,,11368,3,0,3,"2,325","2,500",1915,1,C0,"990,000",2/9/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1612,1010,,R3,"96-17 43RD AVENUE, 1D",1D,11368,1,,1,,,,1,R3,0,2/15/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1744,1008,,R3,"34-17 103RD STREET, 103",103,11368,1,,1,,,2019,1,R3,"558,046",11/22/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1744,1018,,R3,"34-17 103RD STREET, 303",303,11368,1,,1,,,2019,1,R3,"529,490",8/25/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1760,1010,,R3,"37-28 98TH STREET, 1C",1C,11368,1,,1,,,,1,R3,"300,000",9/22/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1931,1023,,R3,"51-08 101ST STREET, 8B/P8",8B/P8,11368,1,,1,,,,1,R3,"555,000",5/12/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1931,1031,,R3,"51-14 101ST STREET, 11A",11A,11368,1,,1,,,,1,R3,"313,500",6/9/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1939,1002,,R3,"55-10 102ND STREET, 1A1",1A1,11368,1,,1,,,,1,R3,"438,888",3/2/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1939,1003,,R3,"55-10 102ND STREET, 1A2",1A2,11368,1,,1,,,,1,R3,"410,000",8/26/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1939,1010,,R3,"54-41 101ST STREET, 2B3",2B3,11368,1,,1,,,,1,R3,"348,000",10/28/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1990,1005,,R3,"104-22 46TH AVENUE, 3-A",3-A,11368,1,,1,,,,1,R3,"330,000",7/18/22
4,CORONA,04 TAX CLASS 1 CONDOS,1A,1990,1006,,R3,"104-22 46TH AVENUE, 3-B",3-B,11368,1,,1,,,,1,R3,0,9/13/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1748,78,,V0,34-25 106TH STREET,,11368,0,0,0,"2,000",0,,1,V0,"275,437",6/7/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1752,8,,V0,N/A 36TH AVENUE,,11368,0,0,0,"3,000",0,,1,V0,0,8/23/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1957,12,,V0,58-14 GRANGER STREET,,11368,0,0,0,"4,000",0,2022,1,V0,"1,600,000",3/14/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1967,53,,V0,N/A VAN DOREN STREET,,11368,0,0,0,"1,199",0,,1,V0,"880,000",10/21/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1986,52,,V0,104-59 43 AVE,,11368,0,0,0,"2,500",0,,1,V0,"360,000",4/7/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1987,33,,V0,N/A 108TH STREET,,11368,0,0,0,"1,000",0,,1,V0,0,7/27/22
4,CORONA,05 TAX CLASS 1 VACANT LAND,1B,1999,69,,V0,43-09 108TH STREET,,11368,0,0,0,"2,499",0,,1,V0,"1,130,000",9/28/22
4,CORONA,06 TAX CLASS 1 - OTHER,1,1724,57,,G0,33-21 109TH STREET,,11368,0,0,0,"2,000",0,1950,1,G0,0,11/1/22
4,CORONA,06 TAX CLASS 1 - OTHER,1,1750,29,,G0,108-05 35 AVE,,11368,2,0,2,"2,000",0,1950,1,G0,"50,000",2/5/22
4,CORONA,06 TAX CLASS 1 - OTHER,1,1750,29,,G0,108-05 35TH AVENUE,,11368,2,0,2,"2,000",0,1950,1,G0,0,11/16/22
4,CORONA,06 TAX CLASS 1 - OTHER,1,1754,20,,G0,34-18 111TH STREET,,11368,2,0,2,"2,000",0,1950,1,G0,"1,125,000",9/7/22
4,CORONA,06 TAX CLASS 1 - OTHER,1,1785,44,,G0,112-15 39TH AVENUE,,11368,2,0,2,"3,125",0,,1,G0,0,4/21/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1605,30,,C2,40-58 97TH ST,,11368,5,0,5,"1,947","2,720",1931,2,C2,0,9/20/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1605,34,,C2,4066 97TH STREET,,11368,5,0,5,"2,014","2,720",1931,2,C2,0,9/21/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1605,42,,C2,40-67 JUNCTION BOULEVARD,,11368,5,0,5,"2,000","2,720",1931,2,C2,0,6/23/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1605,43,,C2,40-65 JUNCTION BOULEVARD,,11368,5,0,5,"2,000","2,720",1931,2,C2,0,7/12/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1606,32,,C3,40-62 98TH STREET,,11368,4,0,4,"1,931","3,159",1931,2,C3,0,2/2/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1606,32,,C3,40-62 98TH STREET,,11368,4,0,4,"1,931","3,159",1931,2,C3,0,7/8/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1606,156,,C2,40-31 97TH STREET,,11368,5,0,5,"1,840","3,300",1991,2,C2,0,6/23/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1614,14,,C3,97-28 41ST AVENUE,,11368,4,0,4,"2,367","2,960",1931,2,C3,"1,510,000",7/29/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1616,6,,C3,41-09 99TH STREET,,11368,4,0,4,"1,819","2,441",1931,2,C3,0,3/30/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1617,28,,C1,99-23 43RD AVENUE,,11368,7,0,7,"2,499","6,930",1931,2,C1,"2,550,000",11/4/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1622,19,,C3,97-29 CORONA AVENUE,,11368,4,0,4,"2,106","2,160",1931,2,C3,0,10/26/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1629,114,,C2,99-05 CORONA AVENUE,,11368,5,0,5,"2,140","3,569",1975,2,C2,"1,100,000",2/14/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1629,115,,C2,99-03 CORONA AVENUE,,11368,6,0,6,"2,142","3,569",1975,2,C2,"1,145,000",4/20/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1717,22,,C3,33-30 103RD STREET,,11368,4,0,4,"3,000","3,675",2004,2,C3,0,3/1/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1736,18,,C2,34-28 103RD STREET,,11368,5,0,5,"2,516","3,247",1928,2,C2,0,7/11/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1737,9,,C3,35-18 97TH STREET,,11368,4,0,4,"2,500","3,186",1926,2,C3,0,2/14/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1738,25,,C5,35-50 98TH STREET,,11368,4,0,4,"5,150","4,573",1930,2,C5,0,8/5/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1738,43,,C3,35-43 97TH STREET,,11368,4,0,4,"2,499","4,160",2006,2,C3,"1,400,000",10/12/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1748,62,,C3,34-55 106TH STREET,,11368,4,0,4,"2,000","3,230",1988,2,C3,0,11/19/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1751,34,,C3,35-21 108TH STREET,,11368,4,0,4,"1,700","2,275",1915,2,C3,0,2/2/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1753,102,,C3,35-11 109TH STREET,,11368,4,0,4,"2,200","3,720",1910,2,C3,"1,250,000",5/12/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1754,15,,C3,34-10 111TH STREET,,11368,4,0,4,"2,399","4,500",2004,2,C3,"1,770,000",6/13/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1755,67,,C3,34-67 111TH STREET,,11368,4,0,4,"2,250","3,600",2004,2,C3,0,3/16/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1769,93,,C3,37-27 103RD STREET,,11368,4,0,4,"2,500","2,250",1931,2,C3,"1,550,000",3/1/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1769,94,,C3,37-25 103RD ST,,11368,4,0,4,"2,499","2,360",1931,2,C3,"1,325,000",6/28/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1773,19,,C2,37-22 108TH STREET,,11368,6,0,6,"3,000","6,120",1931,2,C2,0,3/29/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1774,10,,C3,104-36 37TH DRIVE,,11368,4,0,4,"3,125","4,100",1931,2,C3,"1,660,000",3/1/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1776,135,,C3,39-16 108TH STREET,,11368,4,0,4,"2,082","3,840",2004,2,C3,0,6/11/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1779,45,,C3,38-20 111TH STREET,,11368,4,0,4,"2,400","3,466",1931,2,C3,"1,560,000",5/17/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1779,59,,C3,108-51 39TH AVENUE,,11368,4,0,4,"3,124","3,320",1931,2,C3,0,6/28/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1781,36,,C1,111-13 38TH AVENUE,,11368,8,0,8,"3,124","6,365",2006,2,C1,"2,380,000",6/24/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1782,137,,C1,112-35 38TH AVENUE,,11368,8,0,8,"3,120","7,898",2006,2,C1,"2,000,000",10/17/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1785,127,,C1,3814 114 ST,,11368,8,0,8,"3,125","7,280",1988,2,C1,"1,300,000",3/15/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1887,20,,C3,50-28 JUNCTION BOULEVARD,,11373,4,0,4,"2,979","2,719",1931,2,C3,0,6/2/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1888,29,,C5,9604 50TH AVE,,11368,7,0,7,"2,500","2,538",1930,2,C5,"1,350,000",5/20/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1905,30,,C2,55-12 97TH PLACE,,11368,5,0,5,"4,000","2,300",1931,2,C2,0,4/25/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1906,40,,C3,55-24 98TH STREET,,11368,4,0,4,"2,000","3,300",1987,2,C3,"1,560,000",5/31/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1927,30,,C3,50-32 102ND STREET,,11368,4,0,4,"2,099","3,187",2012,2,C3,"1,620,000",8/10/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1927,163,,C3,49-29 101ST STREET,,11368,4,0,4,"2,000","4,420",1972,2,C3,0,6/27/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1940,15,,C3,102-14 STRONG AVENUE,,11368,4,0,4,"2,099","3,528",1968,2,C3,"1,100,000",12/19/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1940,17,,C3,102-18 STRONG AVENUE,,11368,4,0,4,"2,499","3,900",1988,2,C3,"1,670,000",12/12/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1941,62,,C3,53-04 103RD STREET,,11368,4,0,4,"2,500","3,575",1920,2,C3,0,2/15/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1942,19,,C3,103-42 51ST AVENUE,,11368,4,0,4,"2,100","3,762",2008,2,C3,"1,320,000",3/31/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1943,36,,C3,103-70 52ND AVENUE,,11368,4,0,4,"2,500","2,090",1931,2,C3,"1,220,000",5/4/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1956,41,,C2,59-26 XENIA STREET,,11368,5,0,5,"2,000","5,166",2004,2,C2,0,2/18/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1957,21,,C3,58-30 GRANGER STREET,,11368,4,0,4,"2,000","3,702",1965,2,C3,0,6/22/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1958,2,,C2,105-04 OTIS AVENUE,,11368,6,0,6,"2,000","4,060",1987,2,C2,0,2/12/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1959,1,,C3,105-26 OTIS AVENUE,,11368,4,0,4,"4,000","2,320",1920,2,C3,"1,450,000",3/3/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1968,16,,C3,110-42 CORONA AVENUE,,11368,4,0,4,"1,916","4,571",2011,2,C3,"1,295,000",8/26/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1974,44,,C2,40-11 102ND STREET,,11368,6,0,6,"2,508","4,350",1974,2,C2,"980,000",6/21/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1986,24,,C1,104-54 42ND AVENUE,,11368,7,0,7,"2,500","6,210",1932,2,C1,"1,700,000",2/23/22
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1996,27,,C7,108-46 ROOSEVELT AVENUE,,11368,7,1,8,"2,777","6,786",2020,2,C7,"3,562,988",1/4/23
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2B,1996,31,,C7,108-54 ROOSEVELT AVENUE,,11368,7,1,8,"2,777","6,786",2020,2,C7,"3,408,075",12/9/22
